order_id	isbn	sku	domain	currency
342	9783795706609	KNV	FR	USD
343	9781271546701	AAV	FR	GBP
344	9781170274743	APC	UK	NZD
345	9781175009500	APC	UK	GBP
346	9780152058616	AAU	US	USD
347	9781116098204	AAV	UK	USD
348	9781164263418	APC	FR	NZD
349	9783593374314	LIB	CA	USD
350	9780071423212	APC	US	USD
351	9781149709993	AAV	DE	USD
352	9781141401185	APC	CA	USD
353	9780559102523	APC	UK	NZD
354	9780944142745	AAG	CA	GBP
355	9781142777760	APC	FR	NZD
356	9783785561775	LIB	US	EUR
357	9781170009499	APC	CA	GBP
358	9781145022553	AAV	CA	NZD
359	9781145220867	APC	US	USD
360	9781176397309	APC	DE	USD
361	9781163870839	APC	CA	GBP
362	9781168015518	APC	DE	USD
363	9781271371358	AAV	CA	GBP
364	9781162105826	APC	FR	USD
365	9781248311738	AAV	FR	EUR
366	9781179174495	AAV	DE	EUR
367	9781410202598	AAV	FR	EUR
368	9781241362805	AAV	FR	EUR
369	9781414359984	ABZ	UK	EUR
370	9781271564316	AAV	DE	EUR
371	9781179676104	AAV	UK	EUR
372	9783868034905	KNV	FR	USD
373	9781176307520	APC	UK	NZD
374	9780784709412	AAC	DE	USD
375	9781844252053	AAC	CA	NZD
376	9788496936911	AAJ	CA	GBP
377	9781576834428	AST	US	USD
378	9781104865610	APC	DE	USD
379	9781171760894	AAV	CA	GBP
380	9780956158703	AAV	UK	USD
381	9781172479894	APC	UK	GBP
382	9781141359844	APC	US	USD
383	9780794522414	AAC	US	GBP
384	9780554714608	APC	CA	USD
385	9780595528493	APC	FR	NZD
386	9780810826823	APC	FR	USD
387	9781147687712	APC	FR	USD
388	9781607418115	AAZ	DE	GBP
389	9781144101594	AAV	DE	GBP
390	9780194551632	AAW	US	NZD
391	9781599610900	AAC	CA	GBP
392	9781171779964	APC	DE	USD
393	9780300036428	AAH	FR	NZD
394	9781172021376	AAV	UK	EUR
395	9781176962613	APC	FR	EUR
396	9781178035254	AAV	FR	EUR
397	9781164584810	APC	FR	EUR
398	9783852186009	KNV	US	EUR
399	9781142867270	AAV	DE	EUR
400	9781420927092	AAV	DE	USD
401	9781435265929	AAS	US	NZD
402	9781580933247	AAY	DE	NZD
403	9781178750768	AAV	CA	EUR
404	9781171491828	AAV	US	EUR
405	9781179897844	AAV	CA	EUR
406	9781849162746	AAZ	UK	EUR
407	9781146216999	APC	DE	NZD
408	9781272157685	AAV	US	USD
409	9781146307567	APC	DE	NZD
410	9780980085204	APC	CA	GBP
411	9780471221784	APC	FR	GBP
412	9781903776865	AAW	UK	USD
413	9781248142059	AAV	UK	EUR
414	9780559732317	APC	UK	GBP
415	9781146884976	AAV	US	EUR
416	9780439997102	AAW	US	USD
417	9781174005367	APC	FR	NZD
418	9781141835782	APC	DE	USD
419	9781847060389	AAU	FR	USD
420	9780136026020	AAC	FR	USD
421	9781434602541	AAV	US	USD
422	9789812680297	APG	FR	GBP
423	9781172786442	APC	DE	USD
424	9781176200999	AAV	CA	USD
425	9781177424011	AAV	UK	USD
426	9781271496273	AAV	FR	NZD
427	9781247583426	AAV	FR	NZD
428	9780749552121	AAW	DE	USD
429	9780554738383	APC	US	GBP
430	9781247722702	AAV	US	NZD
431	9781271226573	AAV	US	USD
432	9783190018543	AAW	US	EUR
433	9783898501798	LIB	FR	EUR
434	9780470466483	AAU	FR	USD
435	9781452018904	AAV	FR	NZD
436	9780521534680	AAA	FR	EUR
437	9781591131816	AAV	UK	USD
438	9781173786199	AAV	FR	NZD
439	9780316174312	APC	DE	GBP
440	9781174808739	APC	UK	EUR
441	9781177953634	APC	US	USD
442	9783833158469	LIB	CA	GBP
443	9780746070567	AA8	UK	USD
444	9781143640872	AAV	DE	GBP
445	9781270298168	AAV	DE	GBP
446	9780060838560	AAS	FR	USD
447	9781120894137	APC	FR	GBP
448	9781243555083	AAV	FR	GBP
449	9781441974297	LIB	UK	USD
450	9781163087459	APC	US	NZD
451	9781168136145	APC	US	EUR
452	9781576834183	AST	UK	EUR
453	9780554363257	APC	US	NZD
454	9781174172793	APC	FR	USD
455	9781174987397	APC	US	GBP
456	9781148752761	AAV	FR	EUR
457	9781104916671	APC	DE	GBP
458	9781862305786	AB9	US	NZD
459	9780415138734	APC	CA	NZD
460	9781242602535	AAV	DE	NZD
461	9781149944202	AAV	US	NZD
462	9781113641335	APC	UK	USD
463	9781169006096	APC	DE	EUR
464	9781405246507	AAZ	FR	NZD
465	9781148979182	AAV	DE	NZD
466	9780312179977	AAC	DE	GBP
467	9781173569334	AAV	DE	GBP
468	9781169137134	APC	DE	EUR
469	9783123202193	LIB	UK	EUR
470	9781179473857	AAV	US	GBP
471	9781166468415	APC	DE	EUR
472	9781144486660	APC	DE	GBP
473	9781148180533	AAV	CA	EUR
474	9781144357663	AAV	CA	USD
475	9781426306181	AAS	US	GBP
476	9783540670940	AAV	US	USD
477	9781593592585	AAS	FR	NZD
478	9781166992187	APC	US	USD
479	9780230753129	AA7	US	USD
480	9781416560814	AAE	FR	NZD
481	9781148379654	AAV	UK	USD
482	9781177406970	APC	DE	EUR
483	9781175886361	APC	CA	USD
484	9781448778430	AAS	US	GBP
485	9781147346145	APC	UK	EUR
486	9781174832246	APC	DE	NZD
487	9788173815751	AAU	CA	GBP
488	9780595180912	AAV	US	EUR
489	9783131149732	KNV	CA	USD
490	9781144509284	AAV	UK	NZD
491	9783540792949	KNV	US	USD
492	9781120999542	APC	DE	NZD
493	9781143909573	APC	CA	EUR
494	9781163789049	APC	DE	NZD
495	9780595400355	AAV	UK	USD
496	9781142538767	AAV	UK	USD
497	9781168183859	APC	UK	EUR
498	9781141074730	APC	UK	GBP
499	9781175108555	APC	DE	USD
500	9781418192372	AAV	DE	EUR
501	9783531172613	LIB	US	NZD
502	9781104722739	APC	UK	USD
503	9781142820381	AAV	CA	GBP
504	9781149058640	APC	CA	USD
505	9780548809969	APC	US	EUR
506	9780741429537	AAV	FR	EUR
507	9781175390073	AAV	UK	EUR
508	9780078617812	AAC	FR	GBP
509	9789264106307	AAV	DE	NZD
510	9781163351529	APC	FR	NZD
511	9780263871098	AAU	FR	NZD
512	9781140431961	APC	FR	NZD
513	9781147648058	APC	DE	USD
514	9781164080374	APC	FR	NZD
515	9781120404343	APC	US	NZD
516	9781146031097	APC	FR	USD
517	9781438525488	AAV	US	EUR
518	9781177053051	AAV	CA	NZD
519	9781171413936	APC	FR	EUR
520	9781168624215	APC	DE	GBP
521	9781161832334	APC	UK	NZD
522	9781104774479	APC	US	NZD
523	9780631217459	AAH	UK	EUR
524	9781145702585	APC	US	USD
525	9781598694147	AAC	DE	GBP
526	9781164590941	APC	UK	USD
527	9781169100503	APC	DE	GBP
528	9781594262098	AAV	US	EUR
529	9781163270417	APC	CA	USD
530	9781906931285	AAU	UK	NZD
531	9783833445972	AAZ	CA	NZD
532	9781243958471	AAV	FR	EUR
533	9780600617273	BKS	CA	NZD
534	9781141918782	APC	DE	USD
535	9781165495283	APC	UK	EUR
536	9780425151372	AAE	US	NZD
537	9781117787602	APC	UK	EUR
538	9780802471314	AAC	CA	USD
539	9781117670690	APC	FR	GBP
540	9780737707175	AAC	UK	USD
541	9781177693684	APC	FR	GBP
542	9783451286520	KNV	FR	GBP
543	9780971794757	APC	UK	NZD
544	9780554849010	AAV	UK	EUR
545	9781247204482	AAV	US	GBP
546	9780559356360	AAV	UK	GBP
547	9781143179853	AAV	US	USD
548	9781241075637	AAV	FR	EUR
549	9781167739705	APC	DE	GBP
550	9781104635329	APC	FR	USD
551	9780811849005	AAS	DE	GBP
552	9781149182666	APC	US	EUR
553	9783409294102	LIB	UK	NZD
554	9781116194159	APC	UK	EUR
555	9781171473558	APC	CA	EUR
556	9780800734213	AAC	CA	NZD
557	9783531422824	KNV	FR	USD
558	9781271344048	AAV	DE	NZD
559	9781167914102	APC	US	GBP
560	9781178574289	AAV	US	USD
561	9781171504689	APC	UK	GBP
562	9781174886317	APC	DE	EUR
563	9780859791595	AAU	UK	USD
564	9781175469878	AAV	DE	EUR
565	9783940873019	LIB	US	EUR
566	9781174043390	AAV	FR	NZD
567	9781177583961	APC	UK	NZD
568	9781400167425	AAC	CA	NZD
569	9781143276026	AAV	FR	EUR
570	9781148296098	AAV	CA	NZD
571	9780470817797	AAZ	UK	NZD
572	9781174820458	APC	FR	GBP
573	9780486283098	BKS	UK	EUR
574	9781147759891	AAV	UK	EUR
575	9781116344479	AAV	US	NZD
576	9781116700350	APC	FR	EUR
577	9780141012605	AAZ	US	GBP
578	9780786440474	AAN	US	GBP
579	9780554812113	AAV	UK	NZD
580	9780415996358	AAU	CA	NZD
581	9780877939337	APC	CA	EUR
582	9789264287020	AAV	UK	NZD
583	9781270730033	AAV	US	EUR
584	9780595411993	AAV	DE	EUR
585	9781174609541	AAV	FR	USD
586	9781175576613	AAV	CA	GBP
587	9781140315803	APC	US	GBP
588	9781170495773	APC	CA	GBP
589	9781616546526	AAV	CA	EUR
590	9781271011254	AAV	UK	NZD
591	9781161549706	AAB	FR	NZD
592	9781160021326	APC	FR	EUR
593	9781163915967	APC	US	GBP
594	9781243903198	AAV	DE	EUR
595	9783531152721	LIB	CA	NZD
596	9781272213312	AAV	FR	EUR
597	9780548964354	APC	US	GBP
598	9781170578223	APC	FR	EUR
599	9781446541142	AAV	US	NZD
600	9781847723321	AMS	DE	NZD
601	9781116829891	APC	CA	USD
602	9780521485838	APC	US	EUR
603	9783770172481	KNV	FR	NZD
604	9780955659812	AAV	FR	NZD
605	9781142321055	APC	UK	GBP
606	9780595492213	AAV	CA	USD
607	9780595090815	APC	FR	GBP
608	9781907446955	AAS	FR	GBP
609	9781120617019	APC	UK	NZD
610	9781145782600	APC	DE	NZD
611	9781172878642	AAV	CA	NZD
612	9780345348692	AAS	US	NZD
613	9781165224708	APC	CA	NZD
614	9781874400271	AAZ	UK	NZD
615	9781104743635	APC	US	EUR
616	9780824708146	APC	CA	USD
617	9780751742527	AAZ	FR	USD
618	9781176727892	APC	FR	GBP
619	9781246080056	AAV	UK	NZD
620	9781164145974	APC	DE	NZD
621	9780713682069	AAU	DE	EUR
622	9780980576832	AAS	US	GBP
623	9781141027750	AAV	FR	EUR
624	9781179200231	AAV	CA	USD
625	9781412929912	AAX	US	EUR
626	9781170581001	APC	UK	USD
627	9780942996715	AAS	UK	EUR
628	9781174668234	APC	DE	EUR
629	9781144251190	AAV	DE	USD
630	9781244294516	AAV	DE	EUR
631	9781143124631	APC	US	USD
632	9783932667626	KNV	CA	USD
633	9780822348894	AAS	FR	GBP
634	9781163635780	APC	CA	GBP
635	9781103967919	AAV	UK	EUR
636	9781168503657	APC	CA	USD
637	9781110823697	AAV	CA	EUR
638	9781178078367	AAV	DE	GBP
639	9781141628964	APC	CA	NZD
640	9781243701060	AAV	DE	GBP
641	9781179987026	AAV	CA	GBP
642	9781179470627	AAV	UK	NZD
643	9783401064130	LIB	CA	USD
644	9780618606269	AAS	US	EUR
645	9780553380149	AAE	US	GBP
646	9780312376765	ABZ	DE	NZD
647	9781144803573	AAV	FR	NZD
648	9781425559632	AAV	CA	USD
649	9781169363021	APC	US	EUR
650	9780597840715	APC	US	GBP
651	9781148320762	AAV	DE	USD
652	9781905617920	WBC	DE	EUR
653	9780813201184	AAN	UK	GBP
654	9781169803022	APC	US	USD
655	9783867441933	KNV	CA	NZD
656	9780634049286	AAC	UK	NZD
657	9781164237501	APC	UK	USD
658	9781172900985	AAV	FR	USD
659	9781452630564	AAC	FR	USD
660	9781932907803	AAS	UK	EUR
661	9781418496791	AAV	DE	GBP
662	9781162060491	APC	UK	EUR
663	9781141720767	APC	CA	GBP
664	9781173620233	AAV	CA	EUR
665	9781241407537	AAV	UK	EUR
666	9781163643518	APC	UK	NZD
667	9781244640054	AAV	US	EUR
668	9781170496282	AAV	US	GBP
669	9781179414652	AAV	UK	NZD
670	9780793591251	AAC	FR	USD
671	9781144937766	APC	FR	USD
672	9781144299048	APC	US	EUR
673	9781140893431	APC	CA	GBP
674	9781142814229	AAV	UK	NZD
675	9780007336340	AA8	DE	GBP
676	9781146039444	APC	CA	USD
677	9781602323001	AAS	FR	NZD
678	9781117923765	AAV	UK	GBP
679	9781177214759	AAV	DE	EUR
680	9781271693412	AAV	US	NZD
681	9781149392133	AAV	UK	GBP
682	9781116934939	AAV	UK	USD
683	9781270019992	AAV	UK	GBP
684	9781246102666	AAV	FR	EUR
685	9781178142594	AAV	UK	NZD
686	9780787977436	AAZ	DE	NZD
687	9781148685687	APC	FR	NZD
688	9781178906028	AAV	US	NZD
689	9781142302153	APC	CA	EUR
690	9780739787144	APC	US	GBP
691	9781245012706	AAV	FR	NZD
692	9780970596215	APC	CA	USD
693	9781173644567	AAV	DE	GBP
694	9781146832816	APC	CA	NZD
695	9781168391674	APC	FR	GBP
696	9781848003002	AAS	DE	GBP
697	9781145089648	AAV	FR	EUR
698	9781141106677	AAV	DE	EUR
699	9781240954056	AAV	CA	NZD
700	9781175913487	AAV	FR	EUR
701	9781844271825	AAZ	FR	NZD
702	9780595202140	APC	US	NZD
703	9781441740137	AAC	US	GBP
704	9781426308536	AAZ	US	NZD
705	9781162725611	APC	CA	NZD
706	9781148290942	AAV	FR	NZD
707	9781169530140	APC	UK	GBP
708	9781141226153	APC	CA	EUR
709	9781145714328	AAV	CA	GBP
710	9781444110029	AAW	DE	NZD
711	9780824832667	AAN	UK	EUR
712	9783866454613	LIB	US	USD
713	9781144156228	APC	CA	EUR
714	9781145412002	APC	DE	NZD
715	9780226586519	AAH	DE	GBP
716	9781176727991	APC	DE	USD
717	9781244567399	AAV	FR	NZD
718	9781142408343	APC	CA	GBP
719	9781444602128	AAV	DE	GBP
720	9781176569874	AAV	US	EUR
721	9780863722677	AAR	CA	USD
722	9781149587393	AAV	US	USD
723	9781140516293	AAV	DE	GBP
724	9780548811221	APC	FR	EUR
725	9780559524349	APC	CA	EUR
726	9781246012132	AAV	CA	NZD
727	9781240388523	AAV	US	NZD
728	9781160111607	APC	DE	USD
729	9781163639511	APC	UK	GBP
730	9781241337414	AAV	CA	GBP
731	9780554945460	AAV	UK	GBP
732	9781168770868	APC	CA	USD
733	9780977799695	AAV	FR	USD
734	9781170023426	AAV	CA	NZD
735	9781175094773	AAV	FR	GBP
736	9781243124807	AAV	UK	GBP
737	9781271389636	AAV	DE	GBP
738	9781412980371	AAC	US	EUR
739	9780813531373	AAN	DE	NZD
740	9781176427921	APC	DE	EUR
741	9781246945003	AAV	UK	NZD
742	9781175438676	AAV	DE	GBP
743	9780749674748	AAZ	DE	USD
744	9781271238279	AAV	DE	EUR
745	9780230221178	AAU	DE	NZD
746	9780864319173	AAS	DE	USD
747	9781170867167	AAV	CA	EUR
748	9780387886039	AAS	CA	NZD
749	9781243344397	AAV	UK	NZD
750	9780750239394	AAZ	UK	USD
751	9780595405589	APC	CA	GBP
752	9781163164990	APC	CA	USD
753	9783518584880	KNV	FR	EUR
754	9781451637670	AAE	UK	NZD
755	9783837085310	KNV	FR	EUR
756	9780470879511	AAE	US	USD
757	9781145590410	APC	US	USD
758	9780631225799	APC	CA	GBP
759	9783847319092	AAV	CA	GBP
760	9783428049097	KNV	FR	NZD
761	9781162494647	APC	FR	USD
762	9781241488772	AAV	DE	GBP
763	9781164657927	APC	DE	GBP
764	9781149128381	APC	DE	NZD
765	9780554753331	AAV	FR	EUR
